transaction_id,timestamp,customer_id,card_id,device_id,ip_address,merchant_id,merchant_category,merchant_country,merchant_city,merchant_latitude,merchant_longitude,transaction_type,amount,currency,is_fraud,fraud_type
TXN000000907489,2025-10-22T05:36:40+00:00,CUST0031788,CARD0031788-3,5c36d109f0bc,234.19.84.254,MID018037,online_marketplace,IT,East Darrell,21.708555,25.3954,purchase,1.72,USD,1,geo_anomaly
TXN000000600560,2025-02-09T05:49:12+00:00,CUST0043417,CARD0060032-4,1c9c5be3a6f4,71.121.68.244,MID018618,entertainment,ES,West Michael,0.60701,50.750501,purchase,2.01,USD,1,card_testing
TXN000000844328,2024-11-13T13:05:31+00:00,CUST0085237,CARD0085237-2,7d5d51ccbcde,241.39.6.176,MID009280,utilities,IN,South Wayne,34.592274,-0.682417,purchase,14.54,USD,1,geo_anomaly
TXN000000342747,2025-09-07T17:07:15+00:00,CUST0008891,CARD0008891-1,82783e84e11f,47.71.107.249,MID001372,utilities,BR,Lake Johnfort,31.361067,84.131596,purchase,32.06,USD,0,
TXN000000260951,2025-06-07T10:04:33+00:00,CUST0056400,CARD0073305-3,516f39113624,251.82.250.201,TRANSFER_TO_CUST0033160,transfer,GB,Bethanybury,-31.757466,59.421315,transfer,69.28,USD,1,money_laundering_ring
TXN000000457536,2024-11-18T13:17:47+00:00,CUST0070288,CARD0070288-2,328756764965,211.120.210.211,MID009123,restaurants,DE,New Christinaton,-6.243974,-11.662775,purchase,47.82,USD,0,
TXN000000452190,2024-11-16T05:19:09+00:00,CUST0054179,CARD0054179-3,c052d963cfbb,140.109.184.204,MID000025,travel,IT,Kendraville,-3.596187,41.889758,purchase,156.92,USD,0,
TXN000000776307,2025-08-22T16:14:48+00:00,CUST0098972,CARD0098972-2,0a57bd912a83,8.38.239.144,MID016379,fashion,GB,Lake Julie,67.337707,-104.290206,purchase,35.13,USD,0,
TXN000000060094,2025-05-09T01:58:27+00:00,CUST0044973,CARD0044973-1,006de22a23d2,62.242.31.178,MID004458,pharmacy,GB,Port Franklinport,21.309043,-48.16761,purchase,133.66,USD,0,
TXN000000175831,2024-12-04T17:33:04+00:00,CUST0087298,CARD0087298-2,6e6c9e17ea6d,113.163.223.88,MID004254,utilities,FR,South James,18.04644,-3.047206,purchase,44.65,USD,1,geo_anomaly
TXN000000146999,2025-07-20T11:50:39+00:00,CUST0036470,CARD0025258-1,de1716ec724e,127.42.58.55,MID007126,fashion,AU,South Crystal,-32.622666,31.164848,purchase,1.61,USD,1,card_testing
TXN000000067109,2025-04-17T05:43:43+00:00,CUST0058931,CARD0096222-1,4ccc27c8ba59,252.116.106.130,MID011848,fashion,AU,Kurtton,29.837827,34.87831,purchase,2.62,USD,1,card_testing
TXN000000745241,2025-09-07T17:48:15+00:00,CUST0026541,CARD0031822-2,a2049a95620f,124.37.94.84,MID008345,restaurants,BR,Burgessburgh,57.52077,-116.779334,purchase,1.38,USD,1,card_testing
TXN000000103775,2025-09-27T07:40:39+00:00,CUST0015420,CARD0015420-1,2f5265e047fb,145.75.10.222,MID010168,electronics,FR,West Craigview,68.252266,-74.774132,purchase,83.69,USD,1,geo_anomaly
TXN000000121866,2024-11-02T19:01:22+00:00,CUST0048731,CARD0048731-2,fbede656dba9,11.108.114.189,MID013510,utilities,IT,Jonesmouth,37.375095,120.363209,purchase,12.86,USD,0,
TXN000000499915,2025-03-16T14:29:18+00:00,CUST0028218,CARD0028218-1,2273d62ebc5b,214.253.161.168,MID017586,utilities,DE,New Derrickhaven,29.889946,133.468212,purchase,1.0,USD,1,geo_anomaly
TXN000000171805,2025-09-17T07:42:39+00:00,CUST0075017,CARD0075017-2,486151eacd1a,211.14.176.79,MID005307,pharmacy,BR,North Toddmouth,6.890147,-57.328397,purchase,21.94,USD,0,
TXN000000314233,2025-05-11T02:08:36+00:00,CUST0078938,CARD0053495-3,410b42b7151e,46.42.200.229,MID011264,entertainment,IT,West Josephberg,12.94484,-169.92452,purchase,1.72,USD,1,card_testing
TXN000000595565,2025-08-16T07:04:47+00:00,CUST0017581,CARD0017581-3,714bb6155d6d,63.27.88.106,MID007174,utilities,CA,Baileyberg,64.561406,7.375554,purchase,13.39,USD,1,account_takeover
TXN000000906227,2025-06-27T15:42:06+00:00,CUST0092504,CARD0092504-1,6e69c253bdd3,193.127.160.152,MID015773,fashion,US,New Mandy,-17.011081,153.501253,purchase,14.5,USD,0,
TXN000000879869,2025-07-22T02:47:30+00:00,CUST0058532,CARD0021737-2,7b48d8858266,5.197.171.79,MID000895,utilities,AU,Ramosfurt,47.53929,113.714681,purchase,2.05,USD,1,card_testing
TXN000000835905,2025-10-26T11:59:22+00:00,CUST0023137,CARD0023137-3,f748348b76c4,114.251.141.192,MID010692,utilities,GB,Laurastad,36.11754,144.739402,purchase,67.66,USD,1,geo_anomaly
TXN000000833741,2025-08-14T01:25:23+00:00,CUST0097080,CARD0059561-1,c0e2d16ca2db,254.237.12.205,MID019199,fashion,ES,South Patriciachester,-21.952842,-30.622662,purchase,1.59,USD,1,card_testing
TXN000000677729,2025-09-14T10:11:16+00:00,CUST0004910,CARD0004910-1,b4aed804786b,109.106.90.149,MID015707,electronics,IT,Thomasfort,-15.943614,-179.378853,purchase,2.68,USD,0,
TXN000000271096,2025-06-05T03:15:45+00:00,CUST0097491,CARD0064125-1,29418dbf4967,229.76.90.183,MID006246,pharmacy,IN,South Joseph,-2.327534,143.14071,purchase,2.09,USD,1,card_testing
TXN000000172661,2025-03-30T12:32:00+00:00,CUST0010288,CARD0093696-1,23bd97b947b2,152.74.177.28,MID011800,electronics,US,Kimberlyport,40.790791,-19.632246,purchase,2.78,USD,1,card_testing
TXN000000524355,2024-12-16T09:06:35+00:00,CUST0048344,CARD0048344-1,040e43ae990e,100.37.205.10,MID009964,fashion,CA,Jenniferton,16.453148,-11.16676,purchase,438.87,USD,1,geo_anomaly
TXN000000231493,2025-07-12T17:31:09+00:00,CUST0067145,CARD0067145-1,56f5185262af,54.95.62.14,MID016343,online_marketplace,GB,South Kathryn,25.503549,-56.727985,purchase,98.21,USD,0,
TXN000000146640,2025-10-15T00:46:54+00:00,CUST0015671,CARD0012398-1,945507ba2f56,237.89.194.22,MID004691,gas_station,ES,South Dianaburgh,-41.008578,-154.255259,purchase,1.94,USD,1,card_testing
TXN000000308303,2025-06-20T08:14:30+00:00,CUST0024710,CARD0076287-2,fd888234b570,102.151.140.44,MID001102,gas_station,IT,New Anita,-9.23719,37.235753,purchase,1.98,USD,1,card_testing
TXN000000040273,2025-07-18T01:20:24+00:00,CUST0057017,CARD0057017-2,da7f38cb0d3f,18.234.213.119,MID000702,entertainment,FR,South Samanthamouth,-48.336252,75.82303,purchase,114.73,USD,0,
TXN000000912354,2025-08-24T13:02:06+00:00,CUST0040987,CARD0040987-1,83c55e3b3990,54.95.30.122,MID005162,pharmacy,IT,West Stevenland,46.772312,90.534459,purchase,68.4,USD,0,
TXN000000466296,2025-02-12T16:54:37+00:00,CUST0048250,CARD0048250-2,b0ac6f53fa7d,27.57.36.111,MID011145,electronics,GB,Port Garymouth,-27.243811,-88.087307,purchase,18.99,USD,0,
TXN000000460985,2025-10-24T08:56:21+00:00,CUST0072791,CARD0072791-1,504326960d5e,53.10.196.182,MID005709,fashion,BR,West Jonathan,-36.803638,13.121486,purchase,19.99,USD,0,
TXN000000965081,2025-03-29T01:01:55+00:00,CUST0095754,CARD0057359-2,f84807f22599,160.79.19.202,MID012314,grocery,US,Kimberlyhaven,51.587969,-20.740807,purchase,2.71,USD,1,card_testing
TXN000000779826,2025-05-01T09:12:20+00:00,CUST0000202,CARD0000202-1,f4551f13cf0f,20.76.217.144,MID010307,entertainment,FR,Kathleenmouth,-12.806552,11.744598,purchase,41.52,USD,0,
TXN000000106258,2025-03-04T02:41:20+00:00,CUST0001488,CARD0001488-1,b8462f6f270e,54.209.152.210,MID006976,electronics,FR,East Julia,-9.060681,33.728253,purchase,14.03,USD,1,geo_anomaly
TXN000000950730,2025-04-24T16:18:50+00:00,CUST0058666,CARD0058666-1,cb7ff38664f0,162.32.27.46,MID004055,entertainment,GB,East Shannon,49.971123,-18.036189,purchase,40.24,USD,0,
TXN000000061445,2025-01-20T07:47:57+00:00,CUST0058722,CARD0058722-1,67bfaf16d05f,73.219.226.135,MID019941,pharmacy,US,West Meganmouth,22.987037,174.283226,purchase,15.38,USD,0,
TXN000000115366,2024-11-19T11:09:50+00:00,CUST0003431,CARD0003431-3,1df0e6295806,211.70.224.236,MID010061,entertainment,ES,Choifort,-58.316799,124.288844,purchase,199.34,USD,1,geo_anomaly
TXN000000745508,2024-11-26T19:29:40+00:00,CUST0017243,CARD0017243-2,c9bbe04b18db,43.41.106.127,MID013823,utilities,ES,Lake Melinda,13.753827,-112.99071,purchase,27.18,USD,0,
TXN000000624989,2025-10-09T17:33:11+00:00,CUST0036290,CARD0060032-4,867b499533cf,71.121.68.80,MID007562,entertainment,GB,Morganhaven,-25.610812,-11.015271,purchase,1.7,USD,1,card_testing
TXN000000756493,2024-11-02T08:25:51+00:00,CUST0010097,CARD0010097-1,079483b32ef4,105.56.222.197,MID016846,grocery,ES,Brianton,-21.006992,-0.467697,purchase,36.76,USD,1,geo_anomaly
TXN000000570461,2024-11-24T05:07:45+00:00,CUST0049078,CARD0049078-3,bb8b9a7cd5c9,41.89.28.137,MID015811,entertainment,US,South Philip,-6.750893,-123.706233,purchase,17.31,USD,1,geo_anomaly
TXN000000582492,2025-03-28T19:03:52+00:00,CUST0099412,CARD0099412-1,06d820c6b3e3,98.106.185.213,MID011063,grocery,IN,Jenniferbury,-39.601001,4.189934,purchase,40.44,USD,0,
TXN000000639825,2025-02-27T12:35:15+00:00,CUST0038538,CARD0038538-2,077644d1dd93,17.78.248.92,MID001117,restaurants,GB,West Jesus,43.644362,170.137479,purchase,741.55,USD,1,account_takeover
TXN000000211818,2025-02-03T02:50:31+00:00,CUST0049075,CARD0077870-1,8225a965124d,222.15.177.197,MID004635,gas_station,IN,Port Jeffbury,47.744011,-164.107572,purchase,1.59,USD,1,card_testing
TXN000000788347,2025-09-30T11:01:32+00:00,CUST0053871,CARD0031822-2,eec74a502b07,124.37.94.80,MID018742,online_marketplace,CA,North Ashleychester,32.117032,-155.109783,purchase,1.08,USD,1,card_testing
TXN000000960804,2025-05-12T12:43:10+00:00,CUST0052996,CARD0052996-1,d1b183232810,2.20.176.248,MID014389,electronics,DE,South Michelleberg,-56.681896,59.964463,purchase,9.14,USD,0,
TXN000000143742,2025-08-22T20:05:35+00:00,CUST0013521,CARD0067706-1,738e10d113b0,33.196.139.156,MID005440,pharmacy,DE,Brittneymouth,34.635958,-77.179602,purchase,1.57,USD,1,card_testing
TXN000000834047,2024-11-12T09:32:57+00:00,CUST0047900,CARD0047900-2,e6e33fd3c2d6,35.68.74.53,MID009556,utilities,BR,North Marktown,-47.835531,-3.883877,purchase,54.05,USD,0,
TXN000000406525,2024-11-10T10:51:17+00:00,CUST0067762,CARD0067762-1,e6914127d21a,155.189.214.162,MID016584,entertainment,IN,Paulfort,-33.062352,155.542975,purchase,2.72,USD,0,
TXN000000408995,2025-03-22T03:33:10+00:00,CUST0054485,CARD0054485-2,230d5a2d247b,58.187.94.205,MID000953,gas_station,GB,Morenoland,-3.402495,-135.831543,purchase,22.61,USD,0,
TXN000000304912,2025-05-25T20:41:23+00:00,CUST0020736,CARD0055887-1,0c9f23a06356,252.217.105.27,MID016112,gas_station,CA,New Christinemouth,-52.972446,133.381349,purchase,2.14,USD,1,card_testing
TXN000000350891,2025-04-13T02:58:24+00:00,CUST0045060,CARD0045060-1,36d3c079959c,39.234.181.239,MID005721,travel,BR,Lake Matthew,34.374103,174.491046,purchase,15.0,USD,0,
TXN000000345291,2024-12-28T20:44:50+00:00,CUST0063305,CARD0040510-1,42a3861e5bc8,93.86.142.234,MID004822,pharmacy,ES,Dustinmouth,-39.666205,56.026747,purchase,1.51,USD,1,card_testing
TXN000000914488,2025-10-22T23:18:57+00:00,CUST0012964,CARD0012964-1,76852556f027,92.115.66.3,MID005553,restaurants,IN,North Amberport,-12.864716,178.680254,purchase,207.09,USD,1,account_takeover
TXN000000849871,2024-11-22T12:46:08+00:00,CUST0083427,CARD0083427-4,03b614770b24,148.195.40.155,MID014548,online_marketplace,AU,Morenotown,33.027737,-46.659219,purchase,54.69,USD,0,
TXN000000074428,2025-08-21T20:20:25+00:00,CUST0090327,CARD0090327-1,8331a729b778,2.4.26.172,MID010419,travel,DE,New Deborah,54.048341,-87.122216,purchase,18.95,USD,1,geo_anomaly
TXN000000896245,2025-01-07T12:58:02+00:00,CUST0089053,CARD0089053-2,b13c77e534aa,194.170.41.185,MID012130,grocery,AU,Bergerbury,40.792284,-170.923927,purchase,32.23,USD,0,
TXN000000476228,2025-10-19T15:59:27+00:00,CUST0030091,CARD0030091-2,2474b057687f,238.57.39.87,MID005433,fashion,US,Kaneton,-2.088743,-81.346687,purchase,7.86,USD,0,
TXN000000738240,2025-10-10T07:02:29+00:00,CUST0067131,CARD0008344-2,1130dc1c26dc,228.194.160.216,MID000466,utilities,IN,New Melissamouth,-23.035086,31.685508,purchase,1.91,USD,1,card_testing
TXN000000877280,2025-02-10T01:50:46+00:00,CUST0033591,CARD0025992-1,378b6839b51e,54.40.44.109,MID009215,fashion,DE,Rachaelbury,31.778112,-162.249459,purchase,1.53,USD,1,card_testing
TXN000000704362,2025-09-12T18:32:52+00:00,CUST0083369,CARD0083369-1,e040aaa64b99,199.200.181.19,MID000930,entertainment,CA,Lake Sara,42.239431,-71.149523,purchase,5.23,USD,0,
TXN000000559294,2025-10-03T14:20:25+00:00,CUST0080695,CARD0080695-3,a3fa2cb51482,10.80.251.45,MID018966,utilities,GB,Mitchellmouth,-19.282236,-0.132045,purchase,10.41,USD,0,
